CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,CLTV
9174-FKWZE,Female,1,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.45,19.45,1,3848
8809-RIHDD,Male,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,103.4,7372.65,1,5055
4822-NGOCH,Female,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,1058.6,1,5801
5307-DZCVC,Female,1,1,0,32,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),85.95,2628.6,1,2431
8679-JOEVF,Female,1,0,0,16,1,0,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,59.4,1023.9,1,5556
1432-FPAXX,Female,0,0,0,29,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.6,856.35,1,3615
4803-AXVYP,Female,1,0,0,38,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.55,3734.25,1,3474
3884-HCSWG,Female,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,1144.5,1,4390
5077-DXTCG,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.3,45.3,1,2293
1142-WACZW,Male,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),29.85,75.6,1,4268
5649-ANRML,Male,1,0,0,2,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Credit card (automatic),95.1,180.25,1,4486
4892-VLANZ,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.8,19.8,1,5600
2919-HBCJO,Female,0,0,0,4,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),76.65,333.6,1,4580
4236-XPXAV,Female,0,1,0,5,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Mailed check,99.15,465.05,1,2283
3030-YZADT,Male,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.95,431.0,1,5023
7410-KTVFV,Male,0,1,0,18,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,49.55,878.35,1,2815
8393-DLHGA,Male,0,0,0,25,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.9,2448.75,1,2241
7395-IGJOS,Male,1,1,0,17,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),81.5,1329.2,1,3443
2834-SPCJV,Male,0,1,0,52,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,84.1,4348.65,1,6216
7890-VYYWG,Male,1,1,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,36.45,93.7,1,3766
9907-SWKKF,Female,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.05,25.05,1,4842
0587-DMGBH,Female,0,0,0,8,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.85,365.55,1,2269
6397-JNZZG,Female,1,1,0,43,0,0,DSL,0,1,1,0,1,1,Month-to-month,0,Credit card (automatic),55.55,2342.2,1,2573
3523-QRQLL,Female,0,1,0,22,1,0,DSL,0,1,0,0,1,1,One year,1,Bank transfer (automatic),69.5,1498.2,1,5922
0895-DQHEW,Male,0,1,0,54,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.3,5278.15,1,4019
8149-RSOUN,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,93.85,1,3014
7250-EQKIY,Female,0,1,1,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,50.45,50.45,1,2426
4013-UBXWQ,Female,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,74.65,521.1,1,4612
5519-NPHVG,Female,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.2,1046.1,1,3975
8849-GYOKR,Female,0,1,0,54,1,1,Fiber optic,1,1,0,0,1,1,One year,0,Bank transfer (automatic),106.55,5763.3,1,4893
3148-BLQJT,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.1,20.1,1,5747
0461-CVKMU,Female,0,1,0,23,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,83.8,1900.25,1,5737
8806-EAGWC,Male,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.15,159.15,1,5698
7779-LGOVN,Male,1,1,0,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.65,856.65,1,4990
9710-ZUSHQ,Female,1,0,0,37,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),106.75,4056.75,1,5849
4183-WCSEP,Male,0,0,0,31,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,78.45,2435.15,1,3091
5498-TXHLF,Female,0,1,0,34,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,87.45,2874.15,1,3358
9722-UJOJR,Male,0,1,0,29,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.75,1974.8,1,2663
3902-FOIGH,Male,1,1,0,12,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.35,1218.55,1,3967
6772-KSATR,Male,0,0,0,1,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,81.7,81.7,1,5574
7112-OPOTK,Male,0,0,0,33,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,68.25,2171.15,1,5647
4210-QFJMF,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.15,317.25,1,5762
3318-OSATS,Male,1,0,0,35,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,3474.05,1,2080
5828-AVIPD,Male,0,1,0,19,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.95,1875.55,1,4072
1086-LXKFY,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.1,69.1,1,4779
2636-ALXXZ,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,1,2151
7774-OJSXI,Male,0,0,0,31,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,103.45,3066.45,1,5387
7786-WBJYI,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),77.95,305.55,1,5365
9885-CSMWE,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.45,78.45,1,2139
5016-ETTFF,Male,0,0,0,10,0,0,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,29.5,255.25,1,3797
3866-MDTUB,Female,0,0,0,2,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,70.75,146.9,1,3257
8058-JMEQO,Female,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.45,762.5,1,3543
0697-ZMSWS,Male,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.65,338.9,1,2330
7657-DYEPJ,Male,1,0,0,38,1,0,DSL,0,1,1,1,1,0,One year,1,Credit card (automatic),70.15,2497.35,1,2645
8276-MQBYC,Male,1,0,0,51,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,97.8,4913.3,1,6204
7593-XFKDI,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.3,46.3,1,3017
0337-CNPZE,Female,0,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.3,4443.45,1,5383
1513-XNPPH,Female,0,0,0,12,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,89.4,1095.65,1,5047
6015-VVHHE,Female,1,0,0,5,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),83.15,446.05,1,2516
6347-DCUIK,Male,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.15,811.8,1,4231
0897-FEGMU,Female,0,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,1056.95,1,5286
7663-RGWBC,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.15,44.15,1,4773
1120-BMWUB,Female,0,0,0,16,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,53.9,834.15,1,5091
9124-LHCJQ,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,85.45,85.45,1,2318
2235-ZGKPT,Female,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.85,239.55,1,5386
3891-PUQOD,Female,0,0,1,1,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,59.2,59.2,1,5020
0689-NKYLF,Male,0,0,0,13,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,83.2,1060.6,1,4028
3658-KIBGF,Female,0,0,0,1,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,54.9,54.9,1,2833
5519-YLDGW,Female,0,1,0,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,103.9,2254.2,1,3769
4946-EDSEW,Female,0,1,1,11,1,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.25,180.3,1,5638
2516-VQRRV,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.45,158.4,1,3350
7580-UGXNC,Female,1,0,0,2,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.85,104.2,1,3016
5178-LMXOP,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.1,95.1,1,5795
8185-UPYBR,Male,0,1,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,438.0,1,5838
4585-HETAI,Female,0,1,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.75,325.45,1,5026
7526-BEZQB,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1148.1,1,2577
4951-UKAAQ,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,88.95,355.2,1,5948
2108-YKQTY,Female,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.7,151.3,1,4930
4918-QLLIW,Male,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,188.7,1,2755
7056-IMHCC,Male,1,1,0,53,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.9,5549.4,1,5884
1625-JAIIY,Female,0,1,0,68,1,1,Fiber optic,0,0,0,0,1,0,One year,1,Electronic check,83.0,5685.8,1,4714
2947-DOMLJ,Male,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.6,50.6,1,3677
4112-LUEIZ,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,863.1,1,4206
4510-HIMLV,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,69.8,1,4154
8749-JMNKX,Male,1,1,0,51,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),93.8,4750.95,1,4788
2430-USGXP,Male,0,1,0,24,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.05,2391.8,1,4766
5955-ERIHD,Male,0,1,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.7,1687.95,1,2206
0917-EZOLA,Male,1,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.15,7689.95,1,5925
5949-EBSQK,Male,0,1,1,4,1,0,DSL,0,0,0,1,0,1,Month-to-month,0,Credit card (automatic),61.45,229.55,1,2131
7274-RTAPZ,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.55,90.55,1,3898
0311-UNPFF,Female,0,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,1,4910
3834-XUIFC,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,85.2,602.55,1,3905
8414-MYSHR,Male,1,0,0,5,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.4,449.75,1,2834
7599-FKVXZ,Male,0,1,0,42,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),106.15,4512.7,1,2265
8229-TNIQA,Female,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.3,196.95,1,3443
6221-AVQYL,Male,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.25,131.05,1,2919
7743-EXURX,Male,0,1,1,8,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,51.05,415.05,1,3758
5569-KGJHX,Female,0,1,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.35,754.65,1,2445
4988-IQIGL,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,1,4403
7730-IUTDZ,Male,0,0,0,43,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.2,3198.6,1,4673
0426-TIRNE,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.9,20.9,1,5527
7587-RZNME,Male,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.3,123.65,1,4849
0748-RDGGM,Male,0,1,0,70,1,0,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),109.5,7534.65,1,6136
4706-AXVKM,Female,1,0,0,11,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.8,906.85,1,5118
5889-JTMUL,Female,1,1,0,50,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.05,4888.7,1,5863
9026-RNUJS,Male,1,0,0,5,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,50.35,237.25,1,4618
3746-EUBYR,Male,0,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.6,74.6,1,5861
2332-EFBJY,Male,0,0,0,16,1,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.7,342.4,1,3438
9474-PHLYD,Female,0,0,0,15,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,59.45,892.65,1,5129
2165-VOEGB,Female,0,0,0,46,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Bank transfer (automatic),105.2,4822.85,1,3322
2219-MVUSO,Male,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,1,3721
8914-RBTSB,Male,0,1,0,31,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Electronic check,93.8,3019.5,1,4115
0963-ZBDRN,Male,0,0,0,32,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.2,3183.4,1,3606
7594-RQHXR,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,79.6,1,3108
6331-EWIEB,Male,0,0,0,20,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.25,1734.5,1,2414
5998-VVEJY,Male,0,0,0,26,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,80.5,2088.8,1,2729
1624-NALOJ,Male,1,0,0,5,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.8,502.6,1,2960
4317-VTEOA,Male,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,50.75,50.75,1,5355
1670-SVOWZ,Female,0,1,0,14,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),89.65,1208.35,1,2504
7541-YLXCL,Male,0,0,0,36,1,0,DSL,0,1,0,1,0,1,One year,1,Mailed check,65.4,2498.4,1,5220
0260-ZDLGK,Female,0,0,1,9,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Mailed check,72.9,651.4,1,3585
8722-NGNBH,Male,0,0,0,5,0,0,DSL,1,0,1,1,0,0,Month-to-month,0,Mailed check,40.0,223.45,1,3125
6210-KBBPI,Male,1,0,0,9,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.45,919.4,1,2313
0133-BMFZO,Female,0,0,0,2,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Electronic check,86.25,181.65,1,3529
6128-CZOMY,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45.65,1,4689
9540-JYROE,Male,0,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.1,551.35,1,2899
2260-USTRB,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.2,115.95,1,2767
3656-TKRVZ,Female,0,0,0,3,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,55.35,165.2,1,5787
8623-TMRBY,Male,1,1,0,51,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.2,4146.05,1,6245
1501-SGHBW,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.85,81.0,1,3843
3208-YPIOE,Male,0,0,0,39,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,3017.65,1,4696
2612-RANWT,Female,0,0,0,12,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.15,1164.3,1,3682
6900-PXRMS,Male,1,1,0,26,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,105.75,2710.25,1,3157
3346-BRMIS,Female,1,1,0,18,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,48.35,810.7,1,2167
2933-FILNV,Female,0,1,1,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.4,36.55,1,2635
9986-BONCE,Female,0,0,0,4,1,0,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.95,85.5,1,5822
2722-JMONI,Female,1,1,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.55,49.55,1,4989
4083-EUGRJ,Male,0,0,0,9,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,178.5,1,3361
7579-OOPEC,Female,1,1,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.15,115.1,1,5461
1771-OADNZ,Male,1,1,0,29,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.9,2745.2,1,2151
0612-RTZZA,Female,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,1,4628
6410-LEFEN,Female,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.15,416.45,1,3757
3194-ORPIK,Female,0,1,0,50,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.4,4116.15,1,5135
8816-VXNZD,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,75.1,1,4335
9378-FXTIZ,Female,0,1,0,54,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),70.15,3715.65,1,4596
1723-HKXJQ,Male,0,0,0,42,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.75,4273.45,1,5545
7825-GKXMW,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.8,45.8,1,5973
1240-KNSEZ,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.1,20.1,1,4933
0836-SEYLU,Male,0,1,0,9,0,0,DSL,0,0,0,1,1,0,Month-to-month,0,Mailed check,40.65,328.95,1,4800
4433-JCGCG,Male,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.0,4680.05,1,2436
3716-BDVDB,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.1,69.1,1,5795
5899-MQZZL,Female,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.0,999.45,1,2189
6849-OYAMU,Male,0,1,0,19,1,0,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),100.0,1888.65,1,2608
9488-HGMJH,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.15,71.15,1,5287
6038-GCYEC,Female,0,0,0,24,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),54.15,1240.25,1,5153
1150-WFARN,Female,0,1,0,67,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.75,7156.2,1,5516
3144-AUDBS,Female,0,1,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.15,270.8,1,5271
5616-PRTNT,Male,0,0,1,20,1,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.4,374.5,1,3785
4818-QIUFN,Female,1,0,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.15,1520.9,1,4997
6961-VCPMC,Male,1,1,0,46,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.4,3605.2,1,4876
6688-UZPWD,Female,0,1,0,11,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,102.0,1145.35,1,5750
2839-RFSQE,Female,0,0,0,2,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,38.7,1,3845
0968-GSIKN,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.8,70.8,1,3901
1965-DDBWU,Male,0,0,0,16,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.05,1448.6,1,5953
9057-SIHCH,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.6,291.9,1,3260
6771-XWBDM,Female,0,1,0,57,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),104.5,5921.35,1,4471
8601-QACRS,Female,0,0,0,5,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.6,249.95,1,2353
2391-SOORI,Male,0,0,1,4,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.35,219.65,1,5858
2645-QTLMB,Male,0,0,0,7,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.25,669.0,1,5267
4806-HIPDW,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.95,68.95,1,5644
4424-TKOPW,Male,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,196.75,1,4998
8443-ZRDBZ,Male,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,318.9,1,3685
9136-ALYBR,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.45,24.45,1,2121
7479-NITWS,Male,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),89.35,631.85,1,4154
2959-MJHIC,Male,0,1,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.35,307.4,1,4167
4201-JMNGR,Female,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,55.8,55.8,1,5527
5960-WPXQM,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.05,79.05,1,3555
0684-AOSIH,Male,0,1,0,1,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,95.0,95.0,1,4489
8260-NGFNY,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.2,25.2,1,3196
1866-RZZQS,Male,1,0,0,41,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.4,4187.75,1,2169
8631-NBHFZ,Male,1,1,0,66,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.4,5154.6,1,5910
4958-XCBDQ,Male,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,1,3689
8337-UPOAQ,Male,1,1,0,10,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.8,914.3,1,5124
1725-IQNIY,Male,0,1,0,54,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.75,6110.2,1,6274
6598-RFFVI,Male,0,0,0,2,1,0,0,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,28.3,1,2279
6712-OAWRH,Female,1,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.25,2351.8,1,5154
8614-VGMMV,Female,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.1,679.55,1,5209
2930-UOTMB,Female,0,0,0,31,1,1,DSL,1,0,1,1,0,0,Month-to-month,0,Credit card (automatic),65.25,1994.3,1,4403
5914-DVBWJ,Female,1,0,0,18,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.45,1505.85,1,5145
2533-QVMSK,Male,0,1,0,61,1,1,Fiber optic,0,1,0,1,1,0,Two year,1,Electronic check,94.1,5638.3,1,6295
8644-XLFBW,Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,71.65,1,5674
8625-AZYZY,Male,0,1,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.65,2542.45,1,4734
9306-CPCBC,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.25,210.3,1,3207
1833-VGRUM,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,74.2,1,4684
8374-XGEJJ,Male,1,1,0,43,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.0,4388.4,1,3123
